image_name,label
511.png,1
512.png,1
513.png,1
514.png,1
515.png,1
516.png,1
517.png,1
518.png,1
519.png,1
520.png,1
521.png,1
522.png,1
523.png,0
524.png,1
525.png,0
526.png,0
527.png,0
528.png,0
529.png,0
530.png,0
531.png,0
532.png,1
533.png,0
534.png,0
535.png,0
536.png,0
537.png,0
538.png,0
539.png,0
540.png,0
541.png,0
542.png,1
543.png,0
544.png,1
545.png,1
546.png,1
547.png,1
548.png,1
549.png,1
550.png,1
551.png,1
552.png,1
553.png,1
554.png,1
555.png,1
556.png,1
557.png,1
558.png,1
559.png,1
560.png,1
561.png,1
562.png,1
563.png,1
564.png,1
565.png,0
566.png,1
567.png,1
568.png,0
569.png,1
570.png,0
571.png,0
572.png,0
573.png,1
574.png,1
575.png,0
576.png,1
577.png,0
578.png,0
579.png,1
580.png,0
581.png,0
582.png,0
583.png,0
584.png,0
585.png,0
586.png,0
587.png,1
588.png,1
589.png,0
590.png,0
591.png,1
592.png,0
593.png,1
594.png,0
595.png,0
596.png,0
597.png,0
598.png,0
599.png,0
600.png,0
601.png,1
602.png,1
603.png,1
604.png,1
605.png,1
606.png,1
607.png,1
608.png,1
609.png,1
610.png,1
611.png,1
612.png,1
613.png,1
614.png,1
615.png,1
616.png,1
617.png,1
618.png,1
619.png,1
620.png,1
621.png,1
622.png,1
623.png,1
624.png,1
625.png,1
626.png,1
627.png,1
628.png,1
629.png,1
630.png,1
631.png,1
632.png,1
633.png,1
634.png,1
635.png,1
636.png,1
637.png,1
638.png,0
639.png,0
640.png,0
641.png,0
642.png,0
643.png,1
644.png,0
645.png,0
646.png,0
647.png,0
648.png,0
649.png,0
650.png,0
651.png,0
652.png,0
653.png,0
654.png,0
655.png,0
656.png,0
657.png,1
658.png,1
659.png,0
660.png,1
661.png,0
662.png,1
663.png,1
664.png,0
665.png,0
666.png,0
667.png,0
668.png,1
669.png,1
670.png,1
671.png,1
672.png,1
673.png,1
674.png,1
675.png,1
676.png,1
677.png,1
678.png,1
679.png,1
680.png,1
681.png,1
682.png,1
683.png,1
684.png,1
685.png,1
686.png,1
687.png,1
688.png,1
689.png,1
690.png,1
691.png,1
692.png,1
693.png,1
694.png,1
695.png,1
696.png,1
697.png,1
698.png,1
699.png,1
700.png,1
701.png,1
702.png,1
703.png,1
704.png,1
705.png,0
706.png,0
707.png,0
708.png,1
709.png,1
710.png,0
711.png,0
712.png,0
713.png,0
714.png,0
715.png,0
716.png,0
717.png,0
718.png,1
719.png,0
720.png,0
721.png,1
722.png,1
723.png,1
724.png,1
725.png,1
726.png,1
727.png,1
728.png,1
729.png,1
730.png,1
731.png,1
732.png,1
733.png,1
734.png,1
735.png,1
736.png,1
737.png,1
738.png,1
739.png,0
740.png,1
741.png,0
742.png,1
743.png,0
744.png,0
745.png,0
746.png,0
747.png,0
748.png,0
749.png,0
750.png,1
751.png,1
752.png,0
753.png,0
754.png,0
755.png,1
756.png,1
757.png,1
758.png,1
759.png,1
760.png,1
761.png,0
762.png,0
763.png,0
764.png,1
765.png,1
766.png,0
767.png,0
768.png,0
769.png,0
770.png,0
771.png,0
772.png,0
773.png,0
774.png,0
775.png,0
776.png,0
777.png,0
778.png,0
779.png,0
780.png,0
781.png,0
782.png,0
783.png,0
784.png,0
785.png,0
786.png,0
787.png,0
788.png,1
789.png,1
790.png,1
791.png,1
792.png,1
793.png,1
794.png,1
795.png,1
796.png,1
797.png,1
798.png,1
799.png,1
800.png,1
801.png,1
802.png,1
803.png,1
804.png,1
805.png,1
806.png,1
807.png,1
808.png,1
809.png,0
810.png,0
811.png,0
812.png,0
813.png,0
814.png,0
815.png,0
816.png,0
817.png,0
818.png,1
819.png,0
820.png,1
821.png,0
822.png,0
823.png,0
824.png,0
825.png,0
826.png,0
827.png,0
828.png,0
829.png,0
830.png,0
831.png,0
832.png,1
833.png,1
834.png,0
835.png,0
836.png,1
837.png,1
838.png,0
839.png,0
840.png,0
841.png,1
842.png,1
843.png,1
844.png,1
845.png,1
846.png,1
847.png,1
848.png,1
849.png,1
850.png,1
851.png,1
852.png,1
853.png,1
854.png,1
855.png,1
856.png,1
857.png,1
858.png,1
859.png,1
860.png,1
861.png,1
862.png,1
863.png,1
864.png,1
865.png,1
866.png,1
867.png,1
868.png,1
869.png,1
870.png,1
871.png,1
872.png,1
873.png,1
874.png,1
875.png,1
876.png,1
877.png,1
878.png,1
879.png,1
880.png,1
881.png,1
882.png,1
883.png,1
884.png,1
885.png,1
886.png,1
887.png,1
888.png,1
889.png,1
890.png,1
891.png,1
892.png,0
893.png,0
894.png,0
895.png,0
896.png,0
897.png,0
898.png,0
899.png,0
900.png,0
901.png,0
902.png,0
903.png,0
904.png,0
905.png,0
906.png,0
907.png,0
908.png,0
909.png,0
910.png,0
911.png,0
912.png,0
913.png,0
914.png,0
915.png,0
916.png,0
917.png,0
918.png,0
919.png,0
920.png,0
921.png,1
922.png,1
923.png,1
924.png,1
925.png,1
926.png,1
927.png,1
928.png,1
929.png,1
930.png,1
931.png,1
932.png,1
933.png,1
934.png,1
935.png,1
936.png,1
937.png,1
938.png,1
939.png,1
940.png,1
941.png,1
942.png,1
943.png,1
944.png,1
945.png,1
946.png,1
947.png,1
948.png,1
949.png,1
950.png,1
951.png,1
952.png,1
953.png,1
954.png,1
955.png,1
956.png,1
957.png,1
958.png,1
959.png,1
960.png,1
961.png,1
962.png,1
963.png,1
964.png,1
965.png,1
966.png,1
967.png,1
968.png,1
969.png,1
970.png,1
971.png,1
972.png,1
973.png,1
974.png,1
975.png,1
976.png,1
977.png,1
978.png,1
979.png,1
980.png,1
981.png,0
982.png,0
983.png,0
984.png,0
985.png,0
986.png,0
987.png,0
988.png,0
989.png,0
990.png,0
991.png,0
992.png,0
993.png,0
994.png,0
995.png,0
996.png,0
997.png,0
998.png,0
999.png,0
1000.png,0
1001.png,0
1002.png,1
1003.png,1
1004.png,1
1005.png,1
1006.png,1
1007.png,1
1008.png,1
1009.png,1
1010.png,1
1011.png,1
1012.png,1
1013.png,1
1014.png,1
1015.png,1
1016.png,1
1017.png,1
1018.png,1
1019.png,1
1020.png,1
1021.png,1
1022.png,1
1023.png,1
1024.png,1
1025.png,1
1026.png,1
1027.png,1
1028.png,1
1029.png,1
1030.png,1
1031.png,1
1032.png,1
1033.png,1
1034.png,1
1035.png,1
1036.png,1
1037.png,1
1038.png,1
1039.png,1
1040.png,1
1041.png,1
1042.png,1
1043.png,1
1044.png,1
1045.png,1
1046.png,1
1047.png,1
1048.png,1
1049.png,1
1050.png,1
1051.png,1
1052.png,1
1053.png,1
1054.png,1
1055.png,1
1056.png,1
1057.png,1
1058.png,1
1059.png,1
1060.png,1
1061.png,0
1062.png,0
1063.png,0
1064.png,0
1065.png,0
1066.png,0
1067.png,0
1068.png,0
1069.png,0
1070.png,0
1071.png,0
1072.png,0
1073.png,0
1074.png,0
1075.png,1
1076.png,1
1077.png,1
1078.png,1
1079.png,1
1080.png,1
1081.png,1
1082.png,1
1083.png,1
1084.png,1
1085.png,1
1086.png,1
1087.png,1
1088.png,1
1089.png,1
1090.png,1
1091.png,1
1092.png,1
1093.png,1
1094.png,1
1095.png,1
1096.png,1
1097.png,1
1098.png,1
1099.png,1
1100.png,1
1101.png,1
1102.png,1
1103.png,1
1104.png,1
1105.png,1
1106.png,1
1107.png,1
1108.png,1
1109.png,1
1110.png,1
1111.png,1
1112.png,1
1113.png,1
1114.png,1
1115.png,1
1116.png,1
1117.png,1
1118.png,1
1119.png,1
1120.png,1
1121.png,1
1122.png,0
1123.png,0
1124.png,0
1125.png,0
1126.png,0
1127.png,0
1128.png,0
1129.png,0
1130.png,0
1131.png,0
1132.png,0
1133.png,0
1134.png,0
1135.png,0
1136.png,0
1137.png,0
1138.png,0
1139.png,0
1140.png,0
1141.png,1
1142.png,1
1143.png,1
1144.png,1
1145.png,1
1146.png,1
1147.png,1
1148.png,1
1149.png,1
1150.png,1
1151.png,1
1152.png,1
1153.png,1
1154.png,1
1155.png,1
1156.png,1
1157.png,1
1158.png,1
1159.png,1
1160.png,1
1161.png,1
1162.png,1
1163.png,1
1164.png,1
1165.png,1
1166.png,1
1167.png,1
1168.png,1
1169.png,1
1170.png,1
1171.png,1
1172.png,1
1173.png,1
1174.png,1
1175.png,1
1176.png,1
1177.png,1
1178.png,1
1179.png,1
1180.png,1
1181.png,1
1182.png,1
1183.png,1
1184.png,1
1185.png,1
1186.png,1
1187.png,1
1188.png,1
1189.png,1
1190.png,0
1191.png,0
1192.png,0
1193.png,0
1194.png,1
1195.png,1
1196.png,1
1197.png,1
1198.png,1
1199.png,1
1200.png,1
1201.png,1
1202.png,1
1203.png,1
1204.png,1
1205.png,1
1206.png,1
1207.png,1
1208.png,1
1209.png,1
1210.png,1
1211.png,1
1212.png,1
1213.png,1
1214.png,1
1215.png,1
1216.png,1
1217.png,1
1218.png,1
1219.png,1
1220.png,1
1221.png,1
1222.png,1
1223.png,1
1224.png,1
1225.png,1
1226.png,1
1227.png,1
1228.png,1
1229.png,1
1230.png,1
1231.png,1
1232.png,1
1233.png,1
1234.png,1
1235.png,1
1236.png,1
1237.png,1
1238.png,1
1239.png,1
1240.png,0
1241.png,0
1242.png,0
1243.png,0
1244.png,0
1245.png,0
1246.png,0
1247.png,0
1248.png,0
1249.png,1
1250.png,1
1251.png,1
1252.png,1
1253.png,1
1254.png,1
1255.png,1
1256.png,1
1257.png,1
1258.png,1
1259.png,1
1260.png,1
1261.png,1
1262.png,1
1263.png,1
1264.png,1
1265.png,1
1266.png,1
1267.png,1
1268.png,1
1269.png,1
1270.png,1
1271.png,1
1272.png,1
1273.png,1
1274.png,1
1275.png,1
1276.png,1
1277.png,1
1278.png,1
1279.png,1
1280.png,1
1281.png,1
1282.png,1
1283.png,1
1284.png,1
1285.png,1
1286.png,0
1287.png,0
1288.png,0
1289.png,0
1290.png,0
1291.png,0
1292.png,0
1293.png,0
1294.png,0
1295.png,0
1296.png,0
1297.png,1
1298.png,1
1299.png,0
1300.png,0
1301.png,0
1302.png,0
1303.png,0
1304.png,0
1305.png,0
1306.png,0
1307.png,0
1308.png,1
1309.png,1
1310.png,1
1311.png,1
1312.png,1
1313.png,1
1314.png,0
1315.png,0
1316.png,0
1317.png,0
1318.png,0
1319.png,0
1320.png,0
1321.png,0
1322.png,1
1323.png,1
1324.png,1
1325.png,1
1326.png,0
1327.png,0
1328.png,0
1329.png,0
1330.png,1
1331.png,0
1332.png,0
1333.png,0
1334.png,1
1335.png,0
1336.png,1
1337.png,1
1338.png,1
1339.png,1
1340.png,1
1341.png,1
1342.png,0
1343.png,1
1344.png,1
1345.png,1
1346.png,1
1347.png,0
1348.png,0
1349.png,0
1350.png,0
1351.png,0
1352.png,1
1353.png,0
1354.png,1
1355.png,1
1356.png,1
1357.png,1
1358.png,1
1359.png,1
1360.png,1
1361.png,1
1362.png,0
1363.png,1
1364.png,0
1365.png,0
1366.png,1
1367.png,1
1368.png,0
1369.png,0
1370.png,0
1371.png,1
1372.png,1
1373.png,1
1374.png,1
1375.png,1
1376.png,1
1377.png,1
1378.png,1
1379.png,1
1380.png,0
1381.png,0
1382.png,1
1383.png,0
1384.png,1
1385.png,0
1386.png,0
1387.png,0
1388.png,0
1389.png,0
1390.png,0
1391.png,0
1392.png,0
1393.png,1
1394.png,1
1395.png,1
1396.png,1
1397.png,1
1398.png,1
1399.png,1
1400.png,1
1401.png,1
1402.png,0
1403.png,0
1404.png,0
1405.png,0
1406.png,0
1407.png,0
1408.png,0
1409.png,0
1410.png,0
1411.png,1
1412.png,0
1413.png,0
1414.png,1
1415.png,1
1416.png,1
1417.png,1
1418.png,1
1419.png,1
1420.png,1
1421.png,1
1422.png,0
1423.png,1
1424.png,0
1425.png,1
1426.png,1
1427.png,0
1428.png,1
1429.png,0
1430.png,0
1431.png,0
1432.png,1
1433.png,1
1434.png,0
1435.png,1
1436.png,0
1437.png,0
1438.png,1
1439.png,0
1440.png,0
1441.png,0
1442.png,0
1443.png,0
1444.png,1
1445.png,1
1446.png,1
1447.png,1
1448.png,1
1449.png,1
1450.png,1
1451.png,1
1452.png,1
1453.png,1
1454.png,1
1455.png,1
1456.png,1
1457.png,1
1458.png,1
1459.png,1
1460.png,0
1461.png,0
1462.png,0
1463.png,0
1464.png,1
1465.png,0
1466.png,0
1467.png,0
1468.png,0
1469.png,0
1470.png,0
1471.png,0
1472.png,1
1473.png,0
1474.png,0
1475.png,0
1476.png,0
1477.png,0
1478.png,0
1479.png,0
1480.png,0
1481.png,1
1482.png,1
1483.png,1
1484.png,1
1485.png,1
1486.png,1
1487.png,1
1488.png,1
1489.png,1
1490.png,1
1491.png,1
1492.png,1
1493.png,1
1494.png,0
1495.png,0
1496.png,1
1497.png,0
1498.png,0
1499.png,1
1500.png,0
1501.png,0
1502.png,1
1503.png,0
1504.png,0
1505.png,1
1506.png,0
1507.png,0
1508.png,0
1509.png,0
1510.png,0
1511.png,0
1512.png,0
1513.png,0
1514.png,1
1515.png,0
1516.png,1
1517.png,1
1518.png,1
1519.png,1
1520.png,1
1521.png,1
1522.png,1
1523.png,1
1524.png,1
1525.png,1
1526.png,1
1527.png,0
1528.png,1
1529.png,0
1530.png,0
1531.png,0
1532.png,0
1533.png,0
1534.png,0
1535.png,1
1536.png,0
1537.png,0
1538.png,0
1539.png,0
1540.png,0
1541.png,0
1542.png,0
1543.png,1
1544.png,1
1545.png,1
1546.png,1
1547.png,1
1548.png,1
1549.png,1
1550.png,1
1551.png,1
1552.png,1
1553.png,1
1554.png,1
1555.png,1
1556.png,0
1557.png,1
1558.png,0
1559.png,1
1560.png,1
1561.png,0
1562.png,0
1563.png,0
1564.png,0
1565.png,1
1566.png,0
1567.png,0
1568.png,0
1569.png,0
1570.png,0
1571.png,0
1572.png,0
1573.png,0
1574.png,0
1575.png,0
1576.png,0
1577.png,0
1578.png,0
1579.png,0
1580.png,0
1581.png,0
1582.png,1
1583.png,1
1584.png,1
1585.png,1
1586.png,1
1587.png,1
1588.png,1
1589.png,1
1590.png,1
1591.png,1
1592.png,1
1593.png,1
1594.png,1
1595.png,1
1596.png,1
1597.png,1
1598.png,0
1599.png,0
1600.png,0
1601.png,0
1602.png,0
1603.png,0
1604.png,0
1605.png,0
1606.png,0
1607.png,0
1608.png,0
1609.png,0
1610.png,0
1611.png,0
1612.png,0
1613.png,0
1614.png,0
1615.png,0
1616.png,1
1617.png,1
1618.png,1
1619.png,1
1620.png,1
1621.png,1
1622.png,1
1623.png,1
1624.png,1
1625.png,1
1626.png,1
1627.png,1
1628.png,1
1629.png,1
1630.png,0
1631.png,0
1632.png,0
1633.png,0
1634.png,0
1635.png,0
1636.png,0
1637.png,0
1638.png,0
1639.png,0
1640.png,0
1641.png,0
1642.png,0
1643.png,1
1644.png,1
1645.png,1
1646.png,1
1647.png,1
1648.png,1
1649.png,1
1650.png,1
1651.png,1
1652.png,1
1653.png,0
1654.png,0
1655.png,0
1656.png,0
1657.png,0
1658.png,0
1659.png,0
1660.png,0
1661.png,0
1662.png,0
1663.png,0
1664.png,0
1665.png,1
1666.png,1
1667.png,1
1668.png,1
1669.png,1
1670.png,1
1671.png,0
1672.png,0
1673.png,0
1674.png,0
1675.png,0
1676.png,0
1677.png,0
1678.png,0
1679.png,0
1680.png,0
1681.png,0
1682.png,0
1683.png,0
1684.png,0
1685.png,0
1686.png,0
1687.png,0
1688.png,0
1689.png,0
1690.png,0
1691.png,0
1692.png,1
1693.png,1
1694.png,1
1695.png,1
1696.png,1
1697.png,1
1698.png,1
1699.png,1
1700.png,1
1701.png,0
1702.png,0
1703.png,0
1704.png,0
1705.png,0
1706.png,0
1707.png,0
1708.png,0
1709.png,0
1710.png,0
1711.png,0
1712.png,0
1713.png,0
1714.png,0
1715.png,0
1716.png,0
1717.png,0
1718.png,0
1719.png,0
1720.png,0
1721.png,0
1722.png,0
1723.png,1
1724.png,1
1725.png,1
1726.png,1
1727.png,0
1728.png,1
1729.png,0
1730.png,0
1731.png,0
1732.png,0
1733.png,0
1734.png,0
1735.png,0
1736.png,0
1737.png,0
1738.png,0
1739.png,0
1740.png,0
1741.png,0
1742.png,0
1743.png,0
1744.png,0
1745.png,0
1746.png,0
1747.png,0
1748.png,0
1749.png,0
1750.png,0
1751.png,1
1752.png,1
1753.png,0
1754.png,0
1755.png,0
1756.png,0
1757.png,0
1758.png,0
1759.png,0
1760.png,0
1761.png,0
1762.png,0
1763.png,0
1764.png,0
1765.png,0
1766.png,0
1767.png,0
1768.png,0
1769.png,1
1770.png,1
1771.png,1
1772.png,1
1773.png,1
1774.png,0
1775.png,0
1776.png,0
1777.png,0
1778.png,0
1779.png,0
1780.png,0
1781.png,0
1782.png,0
1783.png,0
1784.png,0
1785.png,0
1786.png,0
1787.png,0
1788.png,0
1789.png,0
1790.png,0
1791.png,0
1792.png,0
1793.png,0
1794.png,0
1795.png,0
1796.png,0
1797.png,0
1798.png,0
1799.png,0
1800.png,0
1801.png,0
1802.png,0
1803.png,0
1804.png,0
1805.png,0
1806.png,0
1807.png,0
1808.png,0
1809.png,0
1810.png,0
1811.png,0
1812.png,0
1813.png,0
1814.png,0
1815.png,1
1816.png,1
1817.png,1
1818.png,1
1819.png,1
1820.png,1
1821.png,1
1822.png,1
1823.png,1
1824.png,1
1825.png,1
1826.png,0
1827.png,0
1828.png,1
1829.png,0
1830.png,0
1831.png,0
1832.png,0
1833.png,0
1834.png,0
1835.png,0
1836.png,0
1837.png,0
1838.png,0
1839.png,0
1840.png,0
1841.png,0
1842.png,0
1843.png,0
1844.png,0
1845.png,0
1846.png,0
1847.png,0
1848.png,0
1849.png,0
1850.png,0
1851.png,0
1852.png,0
1853.png,0
1854.png,1
1855.png,1
1856.png,1
1857.png,1
1858.png,1
1859.png,1
1860.png,1
1861.png,1
1862.png,0
1863.png,0
1864.png,0
1865.png,0
1866.png,0
1867.png,0
1868.png,1
1869.png,0
1870.png,0
1871.png,0
1872.png,0
1873.png,0
1874.png,0
1875.png,0
1876.png,0
1877.png,0
1878.png,0
1879.png,1
1880.png,0
1881.png,0
1882.png,0
1883.png,0
1884.png,0
1885.png,0
1886.png,0
1887.png,0
1888.png,0
1889.png,0
1890.png,0
1891.png,0
1892.png,0
1893.png,0
1894.png,0
1895.png,0
1896.png,0
1897.png,0
1898.png,0
1899.png,0
1900.png,0
1901.png,1
1902.png,1
1903.png,1
1904.png,1
1905.png,1
1906.png,1
1907.png,1
1908.png,1
1909.png,1
1910.png,1
1911.png,0
1912.png,0
1913.png,0
1914.png,0
1915.png,0
1916.png,0
1917.png,0
1918.png,0
1919.png,0
1920.png,0
1921.png,0
1922.png,0
1923.png,1
1924.png,0
1925.png,0
1926.png,0
1927.png,0
1928.png,0
1929.png,0
1930.png,0
1931.png,0
1932.png,1
1933.png,0
1934.png,0
1935.png,0
1936.png,0
1937.png,1
1938.png,1
1939.png,1
1940.png,1
1941.png,1
1942.png,1
1943.png,1
1944.png,1
1945.png,0
1946.png,0
1947.png,0
1948.png,0
1949.png,1
1950.png,1
1951.png,1
1952.png,0
1953.png,0
1954.png,0
1955.png,0
1956.png,0
1957.png,0
1958.png,0
1959.png,0
1960.png,0
1961.png,0
1962.png,1
1963.png,0
1964.png,0
1965.png,0
1966.png,0
1967.png,0
1968.png,0
1969.png,0
1970.png,0
1971.png,0
1972.png,0
1973.png,0
1974.png,0
1975.png,0
1976.png,0
1977.png,1
1978.png,1
1979.png,1
1980.png,1
1981.png,1
1982.png,1
1983.png,1
1984.png,1
1985.png,1
1986.png,1
1987.png,1
1988.png,1
1989.png,1
1990.png,1
1991.png,1
1992.png,1
1993.png,1
1994.png,1
1995.png,1
1996.png,0
1997.png,0
1998.png,0
1999.png,0
2000.png,0
2001.png,0
2002.png,0
2003.png,0
2004.png,0
2005.png,0
2006.png,0
2007.png,0
2008.png,0
2009.png,0
2010.png,0
2011.png,0
2012.png,0
2013.png,0
2014.png,0
2015.png,0
2016.png,1
2017.png,1
2018.png,1
2019.png,1
2020.png,1
2021.png,1
2022.png,1
2023.png,0
2024.png,0
2025.png,0
2026.png,0
2027.png,0
2028.png,0
2029.png,0
2030.png,0
2031.png,0
2032.png,0
2033.png,0
2034.png,0
2035.png,0
2036.png,0
2037.png,0
2038.png,0
2039.png,0
2040.png,0
2041.png,0
2042.png,0
2043.png,0
2044.png,0
2045.png,0
2046.png,0
2047.png,0
2048.png,1
2049.png,1
2050.png,1
2051.png,1
2052.png,1
2053.png,1
2054.png,1
2055.png,1
2056.png,1
2057.png,1
2058.png,1
2059.png,1
2060.png,1
2061.png,1
2062.png,0
2063.png,0
2064.png,0
2065.png,0
2066.png,0
2067.png,0
2068.png,0
2069.png,0
2070.png,0
2071.png,0
2072.png,0
2073.png,0
2074.png,0
2075.png,0
2076.png,0
2077.png,0
2078.png,0
2079.png,0
2080.png,0
2081.png,0
2082.png,0
2083.png,0
2084.png,0
2085.png,0
2086.png,0
2087.png,0
2088.png,0
2089.png,0
2090.png,1
2091.png,1
2092.png,1
2093.png,1
2094.png,1
2095.png,1
2096.png,0
2097.png,0
2098.png,0
2099.png,0
2100.png,0
2101.png,0
2102.png,0
2103.png,0
2104.png,0
2105.png,0
2106.png,0
2107.png,0
2108.png,0
2109.png,0
2110.png,0
2111.png,0
2112.png,0
2113.png,0
2114.png,0
2115.png,0
2116.png,0
2117.png,0
2118.png,0
2119.png,0
2120.png,0
2121.png,1
2122.png,0
2123.png,0
2124.png,0
2125.png,1
2126.png,0
2127.png,0
2128.png,0
2129.png,0
2130.png,0
2131.png,0
2132.png,1
2133.png,1
2134.png,1
2135.png,1
2136.png,1
2137.png,0
2138.png,0
2139.png,1
2140.png,0
2141.png,0
